"Kunden Nr."	"Kunde"	"Material Nr."	Anfangsbestand	Retourniert	Zu berechnen
"100025"	"BPW-HUNGARIA KFT."	"12.999.01.003"	-302	550	-852
"100025"	"BPW-HUNGARIA KFT."	"12.999.01.008"	1	688	-687
"100025"	"BPW-HUNGARIA KFT."	"12.999.01.011"	7	0	7
"100025"	"BPW-HUNGARIA KFT."	"12.999.01.162"	2	450	-448
"100025"	"BPW-HUNGARIA KFT."	"12.999.01.163"	302	101	201
"100025"	"BPW-HUNGARIA KFT."	"12.999.01.188"	-44	402	-446
"100029"	"HBN-TEKNIK A/S"	"12.999.01.001"	3	0	3
"100030"	"BPW TRAPACO S.L."	"12.999.01.003"	45	0	45
"100030"	"BPW TRAPACO S.L."	"12.999.01.008"	35	0	35
"100030"	"BPW TRAPACO S.L."	"12.999.01.162"	32	0	32
"100030"	"BPW TRAPACO S.L."	"12.999.01.163"	9	0	9
"100030"	"BPW TRAPACO S.L."	"12.999.01.188"	21	0	21
"100032"	"BPW FRANCE SAS"	"12.999.01.001"	39	3	36
"100032"	"BPW FRANCE SAS"	"12.999.01.003"	443	8	435
"100032"	"BPW FRANCE SAS"	"12.999.01.008"	-11	0	-11
"100032"	"BPW FRANCE SAS"	"12.999.01.162"	-30	0	-30
"100032"	"BPW FRANCE SAS"	"12.999.01.163"	-5	0	-5
"100032"	"BPW FRANCE SAS"	"12.999.01.188"	428	0	428
"100035"	"BPW Benelux sprl."	"12.999.01.001"	872	171	701
"100035"	"BPW Benelux sprl."	"12.999.01.003"	-135	59	-194
"100035"	"BPW Benelux sprl."	"12.999.01.008"	156	20	136
"100035"	"BPW Benelux sprl."	"12.999.01.162"	745	52	693
"100035"	"BPW Benelux sprl."	"12.999.01.163"	158	15	143
"100035"	"BPW Benelux sprl."	"12.999.01.165"	4	0	4
"100035"	"BPW Benelux sprl."	"12.999.01.188"	94	120	-26
"100036"	"Busch - Hungaria Kft."	"12.999.01.001"	366	784	-418
"100036"	"Busch - Hungaria Kft."	"12.999.01.003"	-115	0	-115
"100042"	""XL PARTS" SIA"	"12.999.01.003"	1	0	1
"100043"	"Besko A/S"	"12.999.01.003"	142	4	138
"100048"	"Släpis AB"	"12.999.01.001"	8	0	8
"100048"	"Släpis AB"	"12.999.01.003"	127	10	117
"100049"	"Marpeto Polska Sp. z o.o."	"12.999.01.003"	0	0	0
"210118"	"ASCHWEGE & TOENJES GMBH"	"12.999.01.162"	6	0	6
"210118"	"ASCHWEGE & TOENJES GMBH"	"12.999.01.163"	2	0	2
"210234"	"LUDWIG BERGMANN GMBH"	"12.999.01.001"	1	0	1
"210235"	"BRIRI GMBH"	"12.999.01.003"	1	0	1
"210242"	"Bruns GmbH & Co. KG"	"12.999.01.001"	0	0	0
"210242"	"Bruns GmbH & Co. KG"	"12.999.01.003"	0	0	0
"210247"	"Blomenröhr Fahrzeugbau GmbH"	"12.999.01.001"	7	0	7
"210247"	"Blomenröhr Fahrzeugbau GmbH"	"12.999.01.003"	26	1	25
"210250"	"Bagela Baumaschinen GmbH & Co.KG"	"12.999.01.001"	12	0	12
"210305"	"Carnehl Fahrzeugbau"	"12.999.01.001"	49	1	48
"210305"	"Carnehl Fahrzeugbau"	"12.999.01.003"	-1	0	-1
"210305"	"Carnehl Fahrzeugbau"	"12.999.01.008"	9	0	9
"210305"	"Carnehl Fahrzeugbau"	"12.999.01.162"	40	0	40
"210305"	"Carnehl Fahrzeugbau"	"12.999.01.163"	10	0	10
"210305"	"Carnehl Fahrzeugbau"	"12.999.01.188"	21	0	21
"210507"	"EGGERS"	"12.999.01.001"	0	1	-1
"210507"	"EGGERS"	"12.999.01.003"	0	1	-1
"210602"	"FELDBINDER"	"12.999.01.001"	61	11	50
"210602"	"FELDBINDER"	"12.999.01.003"	-19	1	-20
"210602"	"FELDBINDER"	"12.999.01.008"	-3	4	-7
"210602"	"FELDBINDER"	"12.999.01.162"	19	10	9
"210602"	"FELDBINDER"	"12.999.01.163"	5	3	2
"210602"	"FELDBINDER"	"12.999.01.188"	90	33	57
"210613"	"WILHELM FRICKE GMBH"	"12.999.01.001"	0	2	-2
"210613"	"WILHELM FRICKE GMBH"	"12.999.01.003"	0	0	0
"210613"	"WILHELM FRICKE GMBH"	"12.999.01.008"	2	0	2
"210818"	"Hofmeister & Meincke GmbH & Co. KG"	"12.999.01.001"	20	3	17
"210818"	"Hofmeister & Meincke GmbH & Co. KG"	"12.999.01.003"	-64	3	-67
"210818"	"Hofmeister & Meincke GmbH & Co. KG"	"12.999.01.008"	1	0	1
"210833"	"A.-W. HEIL & SOHN GMBH & CO.KG"	"12.999.01.001"	1	1	0
"210845"	"HEINRICH HEUSER GMBH & CO. KG"	"12.999.01.001"	0	0	0
"210846"	"Heitling Fahrzeugbau GmbH & Co. KG"	"12.999.01.001"	1	0	1
"210849"	"HRD-TRAILER-ENGINEERING GMBH"	"12.999.01.001"	13	11	2
"210849"	"HRD-TRAILER-ENGINEERING GMBH"	"12.999.01.003"	2	2	0
"210849"	"HRD-TRAILER-ENGINEERING GMBH"	"12.999.01.008"	8	8	0
"210849"	"HRD-TRAILER-ENGINEERING GMBH"	"12.999.01.162"	16	12	4
"210849"	"HRD-TRAILER-ENGINEERING GMBH"	"12.999.01.163"	6	4	2
"210849"	"HRD-TRAILER-ENGINEERING GMBH"	"12.999.01.188"	7	7	0
"211005"	"OTTO JUST GMBH & CO. KG"	"12.999.01.001"	1	0	1
"211108"	"Köhler Fahrzeugbau GmbH & Co.KG"	"12.999.01.001"	2	1	1
"211108"	"Köhler Fahrzeugbau GmbH & Co.KG"	"12.999.01.003"	1	0	1
"211108"	"Köhler Fahrzeugbau GmbH & Co.KG"	"12.999.01.188"	1	1	0
"211122"	"EMMY KLOOSS"	"12.999.01.001"	6	0	6
"211123"	"PETER KROEGER GMBH"	"12.999.01.001"	1	0	1
"211130"	"Josef Kotte"	"12.999.01.003"	1	0	1
"211133"	"KRUKENMEIER GMBH"	"12.999.01.001"	4	0	4
"211133"	"KRUKENMEIER GMBH"	"12.999.01.003"	1	1	0
"211133"	"KRUKENMEIER GMBH"	"12.999.01.162"	4	4	0
"211133"	"KRUKENMEIER GMBH"	"12.999.01.163"	1	1	0
"211133"	"KRUKENMEIER GMBH"	"12.999.01.188"	2	0	2
"211134"	"KAR KUNZ"	"12.999.01.001"	-4	0	-4
"211134"	"KAR KUNZ"	"12.999.01.003"	2	0	2
"211136"	"Kedrowski Fahrzeugbau GmbH & Co. KG"	"12.999.01.001"	1	0	1
"211136"	"Kedrowski Fahrzeugbau GmbH & Co. KG"	"12.999.01.003"	1	0	1
"211325"	"MENKE-JANZEN"	"12.999.01.001"	35	1	34
"211325"	"MENKE-JANZEN"	"12.999.01.003"	-6	1	-7
"211325"	"MENKE-JANZEN"	"12.999.01.188"	2	1	1
"211613"	"PV Automotive GmbH"	"12.999.01.001"	5	1	4
"211613"	"PV Automotive GmbH"	"12.999.01.003"	2	0	2
"211906"	"SPIER  GMBH & CO."	"12.999.01.001"	5	11	-6
"211906"	"SPIER  GMBH & CO."	"12.999.01.003"	3	7	-4
"211906"	"SPIER  GMBH & CO."	"12.999.01.008"	12	8	4
"211906"	"SPIER  GMBH & CO."	"12.999.01.162"	28	24	4
"211906"	"SPIER  GMBH & CO."	"12.999.01.163"	7	6	1
"211906"	"SPIER  GMBH & CO."	"12.999.01.188"	2	0	2
"211915"	"JUERGEN STERN"	"12.999.01.001"	1	0	1
"212004"	"SCHROEDER"	"12.999.01.001"	1	1	0
"212004"	"SCHROEDER"	"12.999.01.003"	1	0	1
"212004"	"SCHROEDER"	"12.999.01.188"	1	1	0
"212010"	"SCHUETTE FAHRZEUGBAU GMBH"	"12.999.01.001"	1	1	0
"212010"	"SCHUETTE FAHRZEUGBAU GMBH"	"12.999.01.003"	1	1	0
"212012"	"KFB Jessen GmbH"	"12.999.01.001"	2	0	2
"212012"	"KFB Jessen GmbH"	"12.999.01.003"	2	0	2
"212020"	"E. SCHWAGMEIER KAROSSERIE- UND"	"12.999.01.001"	0	0	0
"212020"	"E. SCHWAGMEIER KAROSSERIE- UND"	"12.999.01.003"	0	0	0
"212109"	"Stehmann GmbH"	"12.999.01.001"	6	2	4
"212109"	"Stehmann GmbH"	"12.999.01.003"	6	3	3
"212109"	"Stehmann GmbH"	"12.999.01.188"	1	0	1
"212110"	"METALLBAU STAGGENBORG GMBH"	"12.999.01.001"	-5	0	-5
"212110"	"METALLBAU STAGGENBORG GMBH"	"12.999.01.003"	2	0	2
"212209"	"HERMANN TECHAU"	"12.999.01.001"	1	0	1
"212213"	"TOS TWIST"	"12.999.01.188"	0	0	0
"212508"	"WABCO GmbH & Co. OHG"	"12.999.01.001"	-74	0	-74
"212527"	"Wiese GmbH & Co. KG"	"12.999.01.001"	1	0	1
"212527"	"Wiese GmbH & Co. KG"	"12.999.01.003"	0	0	0
"212527"	"Wiese GmbH & Co. KG"	"12.999.01.188"	3	0	3
"212528"	"WILKEN"	"12.999.01.001"	0	0	0
"212528"	"WILKEN"	"12.999.01.003"	0	0	0
"212528"	"WILKEN"	"12.999.01.188"	5	2	3
"212534"	"Heinrich Wellmeyer Fahrzeugbau"	"12.999.01.001"	0	1	-1
"212534"	"Heinrich Wellmeyer Fahrzeugbau"	"12.999.01.003"	0	0	0
"212534"	"Heinrich Wellmeyer Fahrzeugbau"	"12.999.01.188"	6	0	6
"212535"	"Weka Fahrzeugbau GmbH"	"12.999.01.001"	48	2	46
"212535"	"Weka Fahrzeugbau GmbH"	"12.999.01.003"	4	1	3
"212535"	"Weka Fahrzeugbau GmbH"	"12.999.01.008"	6	0	6
"212535"	"Weka Fahrzeugbau GmbH"	"12.999.01.162"	6	0	6
"212535"	"Weka Fahrzeugbau GmbH"	"12.999.01.163"	2	0	2
"212535"	"Weka Fahrzeugbau GmbH"	"12.999.01.188"	20	2	18
"212536"	"Wilhelm Wellmeyer Fahrzeugbau"	"12.999.01.001"	0	0	0
"212536"	"Wilhelm Wellmeyer Fahrzeugbau"	"12.999.01.003"	0	0	0
"220116"	"ATV-ELMER GMBH & CO. KG"	"12.999.01.001"	2	0	2
"220116"	"ATV-ELMER GMBH & CO. KG"	"12.999.01.003"	2	0	2
"220118"	"AMAZONEN-WERKE"	"12.999.01.001"	10	0	10
"220118"	"AMAZONEN-WERKE"	"12.999.01.003"	3	0	3
"220118"	"AMAZONEN-WERKE"	"12.999.01.008"	3	0	3
"220205"	"Bierhake Fahrzeugteile"	"12.999.01.001"	7	0	7
"220210"	"BOECKER Maschinenwerke GmbH"	"12.999.01.001"	0	1	-1
"220228"	"Bohnenkamp AG"	"12.999.01.001"	5	0	5
"220252"	"PAUL BRUESER GMBH"	"12.999.01.001"	-1	19	-20
"220252"	"PAUL BRUESER GMBH"	"12.999.01.003"	-4	36	-40
"220252"	"PAUL BRUESER GMBH"	"12.999.01.008"	521	140	381
"220252"	"PAUL BRUESER GMBH"	"12.999.01.011"	3	0	3
"220254"	"BWO BEHINDERTEN-WERKSTAETTEN"	"12.999.01.001"	-21	24	-45
"220254"	"BWO BEHINDERTEN-WERKSTAETTEN"	"12.999.01.003"	77	26	51
"220254"	"BWO BEHINDERTEN-WERKSTAETTEN"	"12.999.01.008"	110	104	6
"220255"	"BWO BEHINDERTEN-WERSTAETTEN"	"12.999.01.001"	-77	0	-77
"220255"	"BWO BEHINDERTEN-WERSTAETTEN"	"12.999.01.003"	-38	5	-43
"220255"	"BWO BEHINDERTEN-WERSTAETTEN"	"12.999.01.008"	31	0	31
"220312"	"MANNSTAEDT GMBH & CO. KG"	"12.999.01.001"	6	4	2
"220312"	"MANNSTAEDT GMBH & CO. KG"	"12.999.01.003"	2	0	2
"220414"	"FAHRZEUGBAU DRUMANN GMBH"	"12.999.01.001"	1	0	1
"220414"	"FAHRZEUGBAU DRUMANN GMBH"	"12.999.01.003"	1	0	1
"220628"	"FONTANA GMBH"	"12.999.01.003"	-353	0	-353
"220628"	"FONTANA GMBH"	"12.999.01.008"	460	0	460
"220629"	"GEORG FISCHER GMBH & CO. KG"	"12.999.01.001"	-1	0	-1
"220629"	"GEORG FISCHER GMBH & CO. KG"	"12.999.01.003"	-5	0	-5
"220703"	"GOFA Gocher Fahrzeugbau GmbH"	"12.999.01.001"	15	4	11
"220703"	"GOFA Gocher Fahrzeugbau GmbH"	"12.999.01.003"	4	6	-2
"220703"	"GOFA Gocher Fahrzeugbau GmbH"	"12.999.01.008"	0	0	0
"220703"	"GOFA Gocher Fahrzeugbau GmbH"	"12.999.01.162"	4	0	4
"220703"	"GOFA Gocher Fahrzeugbau GmbH"	"12.999.01.188"	6	1	5
"220814"	"Beilharz Nutzfahrzeuge"	"12.999.01.001"	2	0	2
"220814"	"Beilharz Nutzfahrzeuge"	"12.999.01.003"	1	0	1
"220843"	"HEETMANN & FINKENSIEP"	"12.999.01.003"	-1	37	-38
"220843"	"HEETMANN & FINKENSIEP"	"12.999.01.008"	110	130	-20
"221113"	"Fahrzeugwerk Bernard Krone GmbH"	"12.999.01.001"	833	176	657
"221113"	"Fahrzeugwerk Bernard Krone GmbH"	"12.999.01.003"	205	49	156
"221113"	"Fahrzeugwerk Bernard Krone GmbH"	"12.999.01.008"	37	13	24
"221113"	"Fahrzeugwerk Bernard Krone GmbH"	"12.999.01.162"	159	208	-49
"221113"	"Fahrzeugwerk Bernard Krone GmbH"	"12.999.01.163"	45	56	-11
"221113"	"Fahrzeugwerk Bernard Krone GmbH"	"12.999.01.188"	488	419	69
"221114"	"KLAESER INTERN. FACHSPEDITION"	"12.999.01.001"	3	0	3
"221114"	"KLAESER INTERN. FACHSPEDITION"	"12.999.01.003"	6	0	6
"221114"	"KLAESER INTERN. FACHSPEDITION"	"12.999.01.188"	1	0	1
"221126"	"Kroll Fahrzeugbau-"	"12.999.01.188"	0	0	0
"221147"	"Krause GmbH"	"12.999.01.001"	0	0	0
"221207"	"LEVEN NUTZFAHRZEUGE"	"12.999.01.001"	5	0	5
"221207"	"LEVEN NUTZFAHRZEUGE"	"12.999.01.003"	2	0	2
"221213"	"Hermann Langfeld e.K."	"12.999.01.001"	8	1	7
"221213"	"Hermann Langfeld e.K."	"12.999.01.003"	2	1	1
"221213"	"Hermann Langfeld e.K."	"12.999.01.188"	7	1	6
"221214"	"LOECHTERFELD GMBH"	"12.999.01.001"	1	14	-13
"221214"	"LOECHTERFELD GMBH"	"12.999.01.003"	3	3	0
"221221"	"LANCIER CABLE GMBH"	"12.999.01.001"	2	0	2
"221229"	"LEMKEN GMBH & CO. KG"	"12.999.01.001"	1	0	1
"221229"	"LEMKEN GMBH & CO. KG"	"12.999.01.008"	5	0	5
"221233"	"LANGENDORF GmbH"	"12.999.01.001"	161	37	124
"221233"	"LANGENDORF GmbH"	"12.999.01.003"	8	2	6
"221233"	"LANGENDORF GmbH"	"12.999.01.008"	21	16	5
"221233"	"LANGENDORF GmbH"	"12.999.01.162"	-14	2	-16
"221233"	"LANGENDORF GmbH"	"12.999.01.163"	0	1	-1
"221233"	"LANGENDORF GmbH"	"12.999.01.188"	34	7	27
"221309"	"ANHAENGER- U. FAHRZEUGBAU"	"12.999.01.001"	8	5	3
"221309"	"ANHAENGER- U. FAHRZEUGBAU"	"12.999.01.008"	1	0	1
"221309"	"ANHAENGER- U. FAHRZEUGBAU"	"12.999.01.162"	0	0	0
"221309"	"ANHAENGER- U. FAHRZEUGBAU"	"12.999.01.163"	0	0	0
"221309"	"ANHAENGER- U. FAHRZEUGBAU"	"12.999.01.188"	9	5	4
"221326"	"Menke Agrar GmbH"	"12.999.01.001"	0	0	0
"221404"	"NTV NUTZFAHRZEUGTEILE"	"12.999.01.001"	10	6	4
"221404"	"NTV NUTZFAHRZEUGTEILE"	"12.999.01.003"	3	2	1
"221506"	"OSTERATH GMBH"	"12.999.01.003"	0	0	0
"221506"	"OSTERATH GMBH"	"12.999.01.188"	0	0	0
"221609"	"PV Automotive GmbH"	"12.999.01.003"	1	0	1
"221610"	"PV Automotive GmbH"	"12.999.01.001"	10	0	10
"221610"	"PV Automotive GmbH"	"12.999.01.003"	33	0	33
"221610"	"PV Automotive GmbH"	"12.999.01.008"	1	0	1
"221613"	"PV Automotive GmbH"	"12.999.01.003"	1	1	0
"221813"	"GEBR. RECKER GMBH"	"12.999.01.001"	2	0	2
"221813"	"GEBR. RECKER GMBH"	"12.999.01.162"	4	4	0
"221813"	"GEBR. RECKER GMBH"	"12.999.01.163"	1	1	0
"221815"	"RI-FA"	"12.999.01.001"	5	0	5
"221815"	"RI-FA"	"12.999.01.003"	2	0	2
"221907"	"SUER NUTZFAHRZEUGTECHNIK Gmbh & Co"	"12.999.01.001"	5	1	4
"221921"	"SIEPMANN-WERKE"	"12.999.01.001"	-1	0	-1
"222002"	"August Schmidt GmbH & Co. KG"	"12.999.01.001"	11	7	4
"222002"	"August Schmidt GmbH & Co. KG"	"12.999.01.003"	4	2	2
"222002"	"August Schmidt GmbH & Co. KG"	"12.999.01.188"	11	6	5
"222016"	"FORTUNA FAHRZEUGBAU GMBH & CO. KG"	"12.999.01.003"	0	0	0
"222018"	"WALTER SCHORK GMBH"	"12.999.01.001"	0	0	0
"222019"	"SCHMIDT KRAFTFAHRZEUG-"	"12.999.01.001"	2	3	-1
"222019"	"SCHMIDT KRAFTFAHRZEUG-"	"12.999.01.003"	0	0	0
"222030"	"SCHMITZ-CARGOBULL AG"	"12.999.01.001"	3	0	3
"222030"	"SCHMITZ-CARGOBULL AG"	"12.999.01.003"	-17	0	-17
"222030"	"SCHMITZ-CARGOBULL AG"	"12.999.01.162"	0	0	0
"222030"	"SCHMITZ-CARGOBULL AG"	"12.999.01.163"	0	0	0
"222030"	"SCHMITZ-CARGOBULL AG"	"12.999.01.188"	10	0	10
"222032"	"SCHMITZ-CARGOBULL AG"	"12.999.01.001"	-11	4	-15
"222032"	"SCHMITZ-CARGOBULL AG"	"12.999.01.003"	-5	0	-5
"222032"	"SCHMITZ-CARGOBULL AG"	"12.999.01.008"	1	0	1
"222032"	"SCHMITZ-CARGOBULL AG"	"12.999.01.162"	0	0	0
"222032"	"SCHMITZ-CARGOBULL AG"	"12.999.01.163"	0	0	0
"222032"	"SCHMITZ-CARGOBULL AG"	"12.999.01.188"	60	26	34
"222037"	"SCHRADER-T + A + Fahrzeugbau"	"12.999.01.001"	10	3	7
"222037"	"SCHRADER-T + A + Fahrzeugbau"	"12.999.01.008"	2	1	1
"222037"	"SCHRADER-T + A + Fahrzeugbau"	"12.999.01.188"	16	9	7
"222040"	"CARGOBULL"	"12.999.01.001"	0	17	-17
"222040"	"CARGOBULL"	"12.999.01.003"	0	1	-1
"222042"	"SCHMIEDAG GMBH"	"12.999.01.001"	16	0	16
"222203"	"KARL TANG GMBH"	"12.999.01.001"	0	0	0
"222203"	"KARL TANG GMBH"	"12.999.01.003"	0	0	0
"222204"	"GEBR. TITGEMEYER GMBH & CO. KG"	"12.999.01.001"	1	0	1
"222204"	"GEBR. TITGEMEYER GMBH & CO. KG"	"12.999.01.003"	5	0	5
"222216"	"Albert Tebbe GmbH"	"12.999.01.001"	3	1	2
"222216"	"Albert Tebbe GmbH"	"12.999.01.003"	2	1	1
"222540"	"WINKLER FAHRZEUGTEILE GMBH"	"12.999.01.001"	1	0	1
"222543"	"WECON"	"12.999.01.001"	23	1	22
"222543"	"WECON"	"12.999.01.003"	24	2	22
"222543"	"WECON"	"12.999.01.008"	3	0	3
"222543"	"WECON"	"12.999.01.162"	2	0	2
"222543"	"WECON"	"12.999.01.165"	2	0	2
"222543"	"WECON"	"12.999.01.188"	7	0	7
"222547"	"W+O NIETTECHNIK GMBH"	"12.999.01.001"	1	0	1
"222547"	"W+O NIETTECHNIK GMBH"	"12.999.01.003"	99	0	99
"222547"	"W+O NIETTECHNIK GMBH"	"12.999.01.008"	273	0	273
"223001"	"SCHOMAECKER FEDERNWERK GMBH"	"12.999.01.001"	71	0	71
"223001"	"SCHOMAECKER FEDERNWERK GMBH"	"12.999.01.003"	-543	0	-543
"223007"	"FEDERAL MOGUL"	"12.999.01.001"	0	10	-10
"223007"	"FEDERAL MOGUL"	"12.999.01.003"	0	20	-20
"223007"	"FEDERAL MOGUL"	"12.999.01.008"	0	51	-51
"223008"	"Rütgers GmbH & Co. KG"	"12.999.01.001"	2	0	2
"223008"	"Rütgers GmbH & Co. KG"	"12.999.01.003"	12	0	12
"223017"	"WESTFALEN AG"	"12.999.01.003"	0	1	-1
"230000"	"BPW Bergische Achsen"	"12.999.01.001"	18	93	-75
"230000"	"BPW Bergische Achsen"	"12.999.01.003"	40	6	34
"230000"	"BPW Bergische Achsen"	"12.999.01.008"	3	0	3
"240213"	"BERGER KAROSSERIE-"	"12.999.01.001"	1	0	1
"240213"	"BERGER KAROSSERIE-"	"12.999.01.003"	1	0	1
"240240"	"Benninghoven GmbH & Co KG"	"12.999.01.003"	5	0	5
"240505"	"DR. ING. ULRICH ESTERER GMBH & CO."	"12.999.01.001"	1	0	1
"240505"	"DR. ING. ULRICH ESTERER GMBH & CO."	"12.999.01.003"	18	0	18
"240518"	"EUROPART"	"12.999.01.001"	1	0	1
"240520"	"EUROPART  Trading GMBH"	"12.999.01.001"	1	0	1
"240522"	"EISEL NUTZFAHRZEUGE GMBH"	"12.999.01.001"	1	0	1
"240522"	"EISEL NUTZFAHRZEUGE GMBH"	"12.999.01.003"	1	0	1
"240522"	"EISEL NUTZFAHRZEUGE GMBH"	"12.999.01.188"	0	0	0
"240632"	"Fischer Fahrzeugbau GmbH"	"12.999.01.001"	1	0	1
"240733"	"GANGOLF NUTZFAHRZEUGE GMBH"	"12.999.01.001"	2	0	2
"240827"	"HEURICH"	"12.999.01.001"	1	0	1
"240827"	"HEURICH"	"12.999.01.003"	2	0	2
"241008"	"Jost  Werke GmbH"	"12.999.01.001"	-89	0	-89
"241008"	"Jost  Werke GmbH"	"12.999.01.003"	0	0	0
"241114"	"ERICH KERSTING GMBH & CO. KG"	"12.999.01.001"	2	0	2
"241114"	"ERICH KERSTING GMBH & CO. KG"	"12.999.01.003"	2	0	2
"241128"	"HERMANN KUEHN GMBH"	"12.999.01.001"	0	0	0
"241134"	"Fahrzeugbau Kempf GmbH"	"12.999.01.001"	82	47	35
"241134"	"Fahrzeugbau Kempf GmbH"	"12.999.01.003"	-6	2	-8
"241134"	"Fahrzeugbau Kempf GmbH"	"12.999.01.008"	1	1	0
"241134"	"Fahrzeugbau Kempf GmbH"	"12.999.01.188"	93	33	60
"241146"	"KEMPF FAHRZEUGBAU"	"12.999.01.001"	4	0	4
"241146"	"KEMPF FAHRZEUGBAU"	"12.999.01.188"	7	0	7
"241214"	"LUECK FAHRZEUGBAU GMBH"	"12.999.01.001"	3	0	3
"241214"	"LUECK FAHRZEUGBAU GMBH"	"12.999.01.003"	1	0	1
"241214"	"LUECK FAHRZEUGBAU GMBH"	"12.999.01.188"	3	0	3
"241216"	"LEISE GMBH & CO. KG"	"12.999.01.001"	1	1	0
"241216"	"LEISE GMBH & CO. KG"	"12.999.01.003"	1	0	1
"241217"	"KRAMP Groep B.V."	"12.999.01.001"	10	2	8
"241217"	"KRAMP Groep B.V."	"12.999.01.008"	1	0	1
"241325"	"WM SE"	"12.999.01.001"	0	0	0
"241328"	"A. MUELLER FAHRZEUGBAU GMBH"	"12.999.01.001"	3	0	3
"241328"	"A. MUELLER FAHRZEUGBAU GMBH"	"12.999.01.188"	2	0	2
"241349"	"F. MUELLER GMBH & CO. KG"	"12.999.01.001"	0	2	-2
"241349"	"F. MUELLER GMBH & CO. KG"	"12.999.01.003"	2	1	1
"241349"	"F. MUELLER GMBH & CO. KG"	"12.999.01.188"	0	1	-1
"241350"	"MENZER GMBH"	"12.999.01.001"	1	0	1
"241505"	"ORTEN GMBH & CO. KG"	"12.999.01.001"	1	0	1
"241505"	"ORTEN GMBH & CO. KG"	"12.999.01.003"	0	0	0
"241618"	"PROFI PARTS"	"12.999.01.001"	112	0	112
"241618"	"PROFI PARTS"	"12.999.01.003"	-8	0	-8
"241619"	"PROFI PARTS"	"12.999.01.001"	2	2	0
"241619"	"PROFI PARTS"	"12.999.01.003"	0	0	0
"241620"	"PROFI PARTS"	"12.999.01.001"	3	1	2
"241840"	"Dieter Röttger"	"12.999.01.001"	0	0	0
"241840"	"Dieter Röttger"	"12.999.01.003"	0	0	0
"241841"	"Winkler Logistik GmbH"	"12.999.01.001"	1	2	-1
"241841"	"Winkler Logistik GmbH"	"12.999.01.003"	0	2	-2
"242506"	"EUROPART  Trading GMBH"	"12.999.01.001"	1	0	1
"242516"	"WELLER GMBH & CO. KG"	"12.999.01.001"	0	1	-1
"242516"	"WELLER GMBH & CO. KG"	"12.999.01.003"	1	0	1
"242516"	"WELLER GMBH & CO. KG"	"12.999.01.008"	2	0	2
"242520"	"HEINRICH WEDEKIND &"	"12.999.01.001"	1	2	-1
